"","quarter","down","yards_to_go","play_type","offensive_formation","offensive_personnel","defenders_in_box","pass_rushers","defensive_personnel","dropback_type","absolute_yardline","play_result","score_diff","side","time_remaining","close_game","penalty","dbs","epa_bi","pass_result"
"10341","4","3",11,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",4,4,"4 DL, 1 LB, 6 DB","SCRAMBLE",49,11,6,"other",22.5,"0","1",6,"1","C"
"10342","4","2",11,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,2,"4 DL, 2 LB, 5 DB","TRADITIONAL",59,0,6,"other",21.3833333333333,"0","0",5,"0","I"
"10343","4","3",11,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",4,4,"4 DL, 1 LB, 6 DB","TRADITIONAL",59,0,6,"other",21.3166666666667,"0","0",6,"0","I"
"10344","4","1",10,"play_type_pass","I_FORM","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",46,17,6,"other",17.4,"0","0",5,"1","C"
"10345","4","1",10,"play_type_pass","I_FORM","2 RB, 1 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",63,5,6,"own",16.8166666666667,"0","0",4,"0","C"
"10346","4","2",11,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",73,0,6,"own",14.2666666666667,"1","0",5,"0","I"
"10347","4","3",11,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",4,4,"4 DL, 1 LB, 6 DB","TRADITIONAL",73,0,6,"own",14.2,"1","0",6,"0","I"
"10348","4","1",10,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",85,35,3,"other",14.05,"1","0",4,"1","C"
"10349","4","2",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",50,6,3,"own",13.1666666666667,"1","0",5,"0","C"
"10350","4","3",4,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",44,0,3,"own",13.05,"1","0",5,"0","I"
"10351","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",52,6,3,"other",12.8833333333333,"1","0",5,"0","C"
"10352","4","2",4,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",58,8,3,"other",12.3333333333333,"1","0",5,"1","C"
"10353","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",66,0,3,"own",12,"1","0",5,"0","I"
"10354","4","3",1,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",75,11,3,"own",11.5833333333333,"1","0",5,"0","C"
"10355","1","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",35,38,0,"other",69.9166666666667,"0","0",5,"1","C"
"10356","1","1",10,"play_type_pass","SHOTGUN","2 RB, 1 TE, 2 WR",7,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",73,0,0,"own",69.2333333333333,"0","0",5,"0","I"
"10357","1","2",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",6,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",73,37,0,"own",69.1666666666667,"0","0",5,"1","C"
"10358","1","2",6,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",7,5,"4 DL, 3 LB, 4 DB","TRADITIONAL",81,0,7,"other",68.5333333333333,"0","0",4,"0","I"
"10359","1","3",6,"play_type_pass","SHOTGUN","2 RB, 0 TE, 3 WR",6,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",81,11,7,"other",68.4666666666667,"0","0",6,"1","C"
"10360","1","1",10,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",60,21,7,"own",66.2333333333333,"0","0",4,"1","C"
"10361","1","2",1,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",7,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",30,0,7,"own",64.8333333333333,"0","0",5,"0","I"
"10362","1","1",10,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",7,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",26,0,7,"own",64,"0","0",5,"0","I"
"10363","1","3",3,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,3,"4 DL, 2 LB, 5 DB","TRADITIONAL",19,9,7,"own",63.1166666666667,"0","0",5,"1","C"
"10364","1","1",10,"play_type_pass","PISTOL","1 RB, 2 TE, 2 WR",8,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",84,10,0,"own",61.3,"0","0",5,"1","C"
"10365","1","2",12,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",7,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",92,4,0,"own",59.9333333333333,"0","0",5,"0","C"
"10366","1","3",13,"play_type_sack","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",91,-8,0,"own",58.7333333333333,"0","0",5,"0","S"
"10367","1","3",8,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",83,0,3,"other",56.7333333333333,"0","0",6,"0","I"
"10368","1","1",10,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",8,6,"4 DL, 2 LB, 5 DB","TRADITIONAL",48,0,3,"other",55.8833333333333,"0","0",5,"0","I"
"10369","1","2",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",48,0,3,"other",55.7833333333333,"0","0",5,"0","I"
"10370","1","3",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",48,17,3,"other",55.7,"0","0",5,"1","C"
"10371","2","1",10,"play_type_pass","SHOTGUN","2 RB, 1 TE, 2 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",37,9,3,"own",54.3,"0","0",5,"1","C"
"10372","2","3",4,"play_type_sack","SHOTGUN","2 RB, 1 TE, 2 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",31,-7,3,"own",53.3166666666667,"0","0",5,"0","S"
"10373","2","2",8,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","SCRAMBLE_ROLLOUT_RIGHT",40,0,6,"other",51.8166666666667,"0","0",5,"0","I"
"10374","2","3",18,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",30,10,6,"other",51.25,"0","0",6,"0","C"
"10375","2","1",10,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",7,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",83,0,6,"other",50.4,"0","0",5,"0","I"
"10376","2","2",7,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",6,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",50,10,6,"own",48.3666666666667,"0","0",5,"1","C"
"10377","2","1",10,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",8,4,"4 DL, 2 LB, 5 DB","SCRAMBLE",40,22,6,"own",47.7333333333333,"0","0",5,"1","C"
"10378","2","1",8,"play_type_sack","EMPTY","1 RB, 1 TE, 3 WR",5,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",18,-7,6,"own",46.9833333333333,"0","0",5,"0","S"
"10379","2","2",15,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",6,2,"4 DL, 2 LB, 5 DB","TRADITIONAL",25,1,6,"own",46.3166666666667,"0","0",5,"0","C"
"10380","2","3",14,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",4,3,"3 DL, 3 LB, 5 DB","TRADITIONAL",24,14,6,"own",45.6,"0","1",5,"1","C"
"10381","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",56,24,13,"other",44.0333333333333,"0","0",5,"1","C"
"10382","2","1",10,"play_type_sack","SINGLEBACK","1 RB, 1 TE, 3 WR",7,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",80,-6,13,"own",43.3,"0","0",5,"0","S"
"10383","2","2",16,"play_type_sack","EMPTY","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",74,-17,13,"own",42.6,"0","0",5,"0","S"
"10384","2","3",33,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",4,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",57,4,13,"other",42,"0","1",6,"0","C"
"10385","2","1",10,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",90,4,13,"other",41.7666666666667,"0","0",5,"0","C"
"10386","2","2",6,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",86,5,13,"other",41.4333333333333,"0","0",5,"0","C"
"10387","2","3",1,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",81,8,13,"other",41.3166666666667,"0","0",5,"1","C"
"10388","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",73,7,13,"other",41.1833333333333,"0","0",5,"0","C"
"10389","2","2",3,"play_type_sack","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","SCRAMBLE",66,-8,13,"other",40.8166666666667,"0","0",5,"0","S"
"10390","2","3",11,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,3,"3 DL, 3 LB, 5 DB","SCRAMBLE",74,0,13,"other",40.7,"0","0",5,"0","I"
"10391","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",28,0,13,"other",40.4166666666667,"0","0",6,"0","I"
"10392","3","3",4,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",65,5,13,"other",38.5,"0","0",6,"1","C"
"10393","3","2",6,"play_type_pass","EMPTY","2 RB, 1 TE, 2 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",45,1,13,"own",36.5166666666667,"0","0",5,"0","C"
"10394","3","3",5,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",44,6,13,"own",35.7666666666667,"0","0",6,"1","C"
"10395","3","1",10,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",7,4,"5 DL, 2 LB, 4 DB","TRADITIONAL",38,13,13,"own",35.1333333333333,"0","0",4,"1","C"
"10396","3","2",8,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",23,0,13,"own",33.7,"0","0",5,"0","I"
"10397","3","2",11,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",22,10,6,"other",32.0666666666667,"0","0",5,"1","C"
"10398","3","2",5,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,6,"4 DL, 2 LB, 5 DB","TRADITIONAL",54,9,6,"other",29.3833333333333,"0","0",5,"1","C"
"10399","3","2",14,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",59,0,6,"other",28.3,"0","0",5,"0","I"
"10400","3","3",14,"play_type_pass","SHOTGUN","2 RB, 1 TE, 2 WR",6,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",59,2,6,"other",28.2,"0","0",5,"0","C"
"10401","3","2",7,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",7,3,"4 DL, 3 LB, 4 DB","TRADITIONAL",87,2,6,"other",26.8,"0","0",4,"0","C"
"10402","3","3",5,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,6,"3 DL, 2 LB, 6 DB","TRADITIONAL",85,4,6,"other",26.1833333333333,"0","0",6,"0","C"
"10403","3","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",34,16,6,"other",25.3333333333333,"0","0",5,"1","C"
"10404","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,3,"4 DL, 2 LB, 5 DB","TRADITIONAL",70,4,6,"other",25,"0","0",5,"0","C"
"10405","4","3",10,"play_type_sack","SHOTGUN","1 RB, 1 TE, 3 WR",7,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",70,-7,6,"other",23.5333333333333,"0","0",5,"0","S"
"10406","4","1",10,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",27,23,6,"other",22.8333333333333,"0","0",4,"1","C"
"10407","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",50,0,6,"other",22.3166666666667,"0","0",5,"0","IN"
"10408","4","2",4,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",6,2,"4 DL, 2 LB, 5 DB","SCRAMBLE_ROLLOUT_LEFT",35,6,6,"own",21.6666666666667,"0","0",5,"1","C"
"10409","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",29,16,6,"own",21.0166666666667,"0","0",5,"1","C"
"10410","4","2",20,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",37,0,12,"other",18.3833333333333,"0","0",6,"0","I"
"10411","4","3",20,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",4,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",37,0,12,"other",18.3166666666667,"0","1",6,"0","I"
"10412","4","3",7,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",6,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",97,0,12,"other",16.5,"0","0",5,"0","I"
"10413","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",34,6,12,"other",16.1833333333333,"0","0",5,"0","C"
"10414","4","2",4,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",40,0,12,"other",15.8333333333333,"0","0",5,"0","I"
"10415","4","1",10,"play_type_sack","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",50,-7,12,"other",15.35,"0","0",6,"0","S"
"10416","4","2",17,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",4,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",43,7,12,"other",14.9166666666667,"0","0",6,"0","C"
"10417","4","3",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",50,10,12,"other",14.5166666666667,"0","0",6,"1","C"
"10418","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",60,15,12,"own",14.0166666666667,"0","0",6,"1","C"
"10419","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",75,0,12,"own",13.6,"0","0",6,"0","I"
"10420","4","2",20,"play_type_sack","SHOTGUN","1 RB, 1 TE, 3 WR",4,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",65,-8,12,"own",13.3833333333333,"0","0",6,"0","S"
"10421","4","3",28,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",4,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",57,0,12,"other",12.9,"0","0",6,"0","I"
"10422","4","4",28,"play_type_sack","SHOTGUN","1 RB, 1 TE, 3 WR",4,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",57,-7,12,"other",12.8166666666667,"0","0",6,"0","S"
"10423","4","2",1,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",27,8,12,"other",12,"0","0",6,"1","C"
"10424","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,6,"3 DL, 2 LB, 6 DB","TRADITIONAL",35,0,12,"other",11.65,"0","0",6,"0","I"
"10425","4","2",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 2 LB, 6 DB","SCRAMBLE",35,10,12,"other",11.6,"0","0",6,"1","C"
"10426","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",45,0,12,"other",11.4833333333333,"0","0",6,"0","I"
"10427","4","2",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",45,6,12,"other",11.4166666666667,"0","0",6,"0","C"
"10428","4","3",4,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",51,0,12,"other",11.0166666666667,"0","0",6,"0","I"
"10429","4","4",4,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,5,"3 DL, 2 LB, 6 DB","TRADITIONAL",51,9,12,"other",10.9833333333333,"0","0",6,"1","C"
"10430","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",60,4,12,"own",10.8166666666667,"0","0",6,"0","C"
"10431","4","2",6,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",4,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",64,0,12,"own",10.3666666666667,"0","0",6,"0","IN"
"10432","1","1",10,"play_type_pass","SINGLEBACK","6 OL, 1 RB, 1 TE, 2 WR",7,7,"4 DL, 3 LB, 4 DB","TRADITIONAL",85,47,0,"other",70,"0","0",4,"1","C"
"10433","1","1",10,"play_type_pass","EMPTY","1 RB, 3 TE, 1 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",35,5,7,"other",69.1166666666667,"0","0",5,"0","C"
"10434","1","3",6,"play_type_pass","EMPTY","2 RB, 0 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",39,0,7,"other",67.95,"0","0",5,"0","I"
"10435","1","1",10,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",7,5,"3 DL, 3 LB, 5 DB","SCRAMBLE_ROLLOUT_RIGHT",81,0,7,"other",67.7166666666667,"0","0",5,"0","I"
"10436","1","3",14,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",85,0,7,"other",66.7833333333333,"0","0",5,"0","I"
"10437","1","3",6,"play_type_sack","EMPTY","2 RB, 0 TE, 3 WR",6,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",58,-6,7,"other",65.3333333333333,"0","0",5,"0","S"
"10438","1","1",10,"play_type_pass","SINGLEBACK","6 OL, 1 RB, 1 TE, 2 WR",8,5,"4 DL, 3 LB, 4 DB","TRADITIONAL",67,0,7,"other",63.2333333333333,"0","0",4,"0","I"
"10439","1","3",6,"play_type_pass","SHOTGUN","1 RB, 0 TE, 4 WR",7,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",63,0,7,"other",62.5166666666667,"0","0",5,"0","I"
"10441","1","2",10,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",48,5,7,"own",60.9833333333333,"0","0",4,"0","C"
"10442","1","3",5,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",43,8,7,"own",60.2333333333333,"0","0",5,"1","C"
"10443","1","1",10,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",6,6,"4 DL, 3 LB, 4 DB","TRADITIONAL",24,0,7,"own",58.1833333333333,"0","0",4,"0","I"
"10444","1","3",7,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",21,11,7,"own",57.4166666666667,"0","0",5,"1","C"
"10445","1","2",11,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",8,6,"4 DL, 3 LB, 4 DB","TRADITIONAL",34,0,14,"other",56.6333333333333,"0","0",4,"0","I"
"10446","1","3",11,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",34,0,14,"other",56.5333333333333,"0","0",5,"0","I"
"10447","1","1",10,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",7,7,"2 DL, 4 LB, 5 DB","TRADITIONAL",83,33,14,"other",56.2833333333333,"0","0",5,"1","C"
"10448","2","2",10,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",7,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",70,0,14,"own",55,"0","0",5,"0","I"
"10449","2","3",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",70,9,14,"own",54.9,"0","0",5,"0","C"
"10450","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",85,0,17,"other",53.8666666666667,"0","0",5,"0","I"
"10451","2","2",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",85,8,17,"other",53.7666666666667,"0","0",5,"0","C"
"10452","2","3",2,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",7,3,"3 DL, 3 LB, 5 DB","TRADITIONAL",77,0,17,"other",53.15,"0","0",5,"0","I"
"10453","2","3",4,"play_type_pass","SHOTGUN","2 RB, 0 TE, 3 WR",7,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",52,5,17,"other",51.7666666666667,"0","0",5,"1","C"
"10454","2","1",10,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",6,5,"3 DL, 3 LB, 5 DB","SCRAMBLE_ROLLOUT_LEFT",81,22,17,"own",48.8833333333333,"0","0",5,"1","C"
"10455","2","1",7,"play_type_pass","SINGLEBACK","6 OL, 1 RB, 1 TE, 2 WR",7,7,"4 DL, 3 LB, 4 DB","TRADITIONAL",103,7,17,"own",48.0333333333333,"0","0",4,"1","C"
"10456","2","2",17,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",87,18,24,"other",47.4666666666667,"0","0",5,"1","C"
"10457","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",69,0,24,"other",46.8333333333333,"0","0",5,"0","C"
"10458","2","1",20,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",57,0,24,"own",44.1333333333333,"0","0",5,"0","IN"
"10459","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",4,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",73,11,31,"other",40.5833333333333,"0","0",5,"1","C"
"10460","2","1",10,"play_type_sack","SHOTGUN","1 RB, 1 TE, 3 WR",4,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",62,-8,31,"other",40.4833333333333,"0","0",5,"0","S"
"10461","2","2",18,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",4,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",70,11,31,"other",40.3666666666667,"0","0",5,"1","C"
"10462","2","3",7,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,6,"3 DL, 3 LB, 5 DB","TRADITIONAL",59,0,31,"own",40.25,"0","0",5,"0","I"
"10463","2","4",7,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",4,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",59,12,31,"own",40.1666666666667,"0","0",5,"1","C"
"10464","3","1",10,"play_type_pass","SINGLEBACK","2 RB, 1 TE, 2 WR",7,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",82,0,28,"other",39.9166666666667,"0","0",5,"0","I"
"10465","3","2",10,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",82,7,28,"other",39.8166666666667,"0","0",5,"0","C"
"10466","3","3",3,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",75,4,28,"other",39.2833333333333,"0","0",5,"1","C"
"10467","3","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",71,0,28,"other",38.8,"0","0",5,"0","I"
"10468","3","3",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",71,0,28,"other",38.1166666666667,"0","0",5,"0","I"
"10469","3","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",27,14,28,"other",37.8833333333333,"0","0",5,"1","C"
"10470","3","2",6,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB","SCRAMBLE_ROLLOUT_LEFT",79,22,28,"other",34.55,"0","0",4,"1","C"
"10471","3","1",10,"play_type_sack","SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",36,-5,28,"own",33.3833333333333,"0","0",5,"0","S"
"10472","3","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",23,8,28,"own",32.15,"0","0",5,"1","C"
"10473","3","2",8,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",7,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",47,12,21,"other",30.8333333333333,"0","0",5,"1","C"
"10474","3","1",10,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",7,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",59,6,21,"other",30.3,"0","1",5,"0","C"
"10475","3","1",19,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",7,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",50,0,21,"other",29.9333333333333,"0","0",5,"0","I"
